"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-5578775","Ion homeostasis","13/1011","53/9724",0.245283018867925,2.35918108355262,3.37964767926008,0.00246499846680316,0.0405880569465397,0.0405880569465397,"CASQ2/TRDN/SLC8A3/NOS1/RYR3/ATP2B4/ATP1A2/ABCC9/CLIC2/FXYD2/TRPC1/ATP1B2/PLN",13
"R-HSA-8874081","MET activates PTK2 signaling","9/1011","30/9724",0.3,2.88545994065282,3.52304583118757,0.0026008439800357,0.0422461414054448,0.0422461414054448,"LAMA1/LAMB3/LAMA4/MET/LAMA2/LAMC2/LAMC3/LAMA3/LAMC1",9
"R-HSA-418457","cGMP effects","6/1011","15/9724",0.4,3.84727992087043,3.75906995711265,0.00272479114956339,0.0425350514516259,0.0425350514516259,"PDE2A/KCNMB1/PDE1B/IRAG1/PDE11A/PDE1A",6
"R-HSA-5654720","PI-3K cascade:FGFR4","6/1011","15/9724",0.4,3.84727992087043,3.75906995711265,0.00272479114956339,0.0425350514516259,0.0425350514516259,"KLB/FGF2/FGF1/FGF17/PIK3R1/FGF16",6
"R-HSA-2214320","Anchoring fibril formation","6/1011","15/9724",0.4,3.84727992087043,3.75906995711265,0.00272479114956339,0.0425350514516259,0.0425350514516259,"LAMB3/TLL1/COL4A6/LAMC2/LAMA3/COL4A3",6
"R-HSA-198725","Nuclear Events (kinase and transcription factor activation)","14/1011","60/9724",0.233333333333333,2.24424662050775,3.29302856556187,0.0028236116995612,0.0426979070074833,0.0426979070074833,"RPS6KA3/ID1/F3/DUSP6/PPP2R1B/EGR1/ID4/FOSB/EGR2/SGK1/MEF2C/ARC/EGR3/FOS",14
"R-HSA-977606","Regulation of Complement cascade","10/1011","36/9724",0.277777777777778,2.67172216727113,3.42286799221607,0.00287731320100345,0.0426979070074833,0.0426979070074833,"C4BPA/CFH/SERPING1/PROS1/C6/C7/CR1/C3/CFI/ELANE",10
"R-HSA-2129379","Molecules associated with elastic fibres","10/1011","36/9724",0.277777777777778,2.67172216727113,3.42286799221607,0.00287731320100345,0.0426979070074833,0.0426979070074833,"FBLN1/LTBP4/FBLN5/EMILIN3/EMILIN2/MFAP4/EFEMP1/MFAP5/FBLN2/BMP2",10
"R-HSA-109704","PI3K Cascade","10/1011","36/9724",0.277777777777778,2.67172216727113,3.42286799221607,0.00287731320100345,0.0426979070074833,0.0426979070074833,"KLB/FGF2/FGF1/IRS2/FGF17/PIK3R1/FGF7/FGF16/PDE3B/KL",10
"R-HSA-3906995","Diseases associated with O-glycosylation of proteins","15/1011","67/9724",0.223880597014925,2.15332831392001,3.22671867995438,0.00311710368995937,0.0456921784796483,0.0456921784796483,"ADAMTS5/ADAMTS8/ADAMTS9/MUC3A/ADAMTSL4/THSD1/ADAMTS18/THSD7B/THSD7A/MUC15/ADAMTS1/SEMA5A/NOTCH4/MUC7/ADAMTS3",15
"R-HSA-2033519","Activated point mutants of FGFR2","5/1011","11/9724",0.454545454545455,4.37190900098912,3.81142481764118,0.00325018678660638,0.0470689700903719,0.0470689700903719,"FGF2/FGF1/FGF17/FGF7/FGF16",5
"R-HSA-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","21/1011","108/9724",0.194444444444444,1.87020551708979,3.09762147475423,0.0033662680754933,0.0481696931755112,0.0481696931755112,"TF/PAPPA2/KLK3/KLK2/IGF1/AFP/CHRDL1/IL6/PENK/ITIH2/HRC/PNPLA2/IGFBP6/FSTL1/CCN1/CTSG/SPARCL1/APOB/LAMC1/C3/GPC3",21
