"pathway","pval","padj","log2err","ES","NES","size","pathway_label"
"KEGG_MEDICUS_REFERENCE_CXCR4_GNB_G_PLCB_PKC_SIGNALING_PATHWAY",0.221374045801527,0.431235128704305,0.148261500475107,-0.342077916095331,-1.19384516253866,27,"Reference Cxcr4 Gnb g Plcb Pkc Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_PDGF_PDGFR_PLCG_CAMK_SIGNALING_PATHWAY",0.221393034825871,0.431235128704305,0.14641623786055,-0.397563175406781,-1.21613892166523,17,"Reference Pdgf Pdgfr Plcg Camk Signaling Pathway"
"KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_SMO_TO_HEDGEHOG_SIGNALING_PATHWAY",0.221374045801527,0.431235128704305,0.148261500475107,-0.343896044915701,-1.20019039616802,27,"Variant Mutation Activated Smo to Hedgehog Signaling Pathway"
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY",0.221374045801527,0.431235128704305,0.148261500475107,-0.343896044915701,-1.20019039616802,27,"Variant Mutation Inactivated Ptch1 to Hedgehog Signaling Pathway"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY",0.241379310344828,0.466111771700357,0.110122263835536,0.39155154443711,1.17300860151799,21,"Variant Mutation Caused Aberrant Htt to Mglur5 Ca2 Apoptotic Pathway"
"KEGG_MEDICUS_PATHOGEN_HIV_GP120_TO_CXCR4_GNAQ_PLCB_G_CALCINEURIN",0.259168704156479,0.484848484848485,0.132846300606183,-0.392756135442125,-1.1817586245742,16,"Pathogen Hiv Gp120 to Cxcr4 Gnaq Plcb g Calcineurin"
"KEGG_MEDICUS_REFERENCE_EGF_EGFR_PLCG_CAMK_SIGNALING_PATHWAY",0.259259259259259,0.484848484848485,0.133554954557592,-0.395558550753629,-1.16858238285145,15,"Reference Egf Egfr Plcg Camk Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_FGF_FGFR_PI3K_SIGNALING_PATHWAY",0.25974025974026,0.484848484848485,0.137250779610133,-0.345003363843934,-1.15779126408568,24,"Reference Fgf Fgfr Pi3k Signaling Pathway"
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_ATP1A1_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY",0.259615384615385,0.484848484848485,0.103958471559957,0.376976381295269,1.16283626763749,23,"Variant Mutation Inactivated Atp1a1 to Angiotensin Aldosterone Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_MGLUR5_CA2_APOPTOTIC_PATHWAY",0.269867549668874,0.49448123620309,0.103576326612592,0.397562679498212,1.16673043185014,20,"Reference Mglur5 Ca2 Apoptotic Pathway"
"KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_CACNA1D_H_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY",0.26731078904992,0.49448123620309,0.102449405629826,0.378539112619541,1.15343046565939,22,"Variant Mutation Activated Cacna1d h to Angiotensin Aldosterone Signaling Pathway"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY",0.271523178807947,0.49448123620309,0.103197466945307,0.393905314370664,1.15599713263784,20,"Variant Mutation Caused Aberrant Abeta to Mglur5 Ca2 Apoptotic Pathway"
"KEGG_MEDICUS_REFERENCE_ITGA_B_FAK_RAC_SIGNALING_PATHWAY",0.274611398963731,0.496072204579642,0.132846300606183,-0.321880278413879,-1.13981492832624,30,"Reference Itga b Fak Rac Signaling Pathway"
"KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY",0.27906976744186,0.498575498575499,0.131457611642763,-0.334025348310896,-1.14955243122911,26,"Pathogen Kshv Vgpcr to Gnb g Pi3k Jnk Signaling Pathway"
"KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_KCNJ5_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY",0.280448717948718,0.498575498575499,0.0992333343771191,0.367654499514506,1.13408162210756,23,"Variant Mutation Activated Kcnj5 to Angiotensin Aldosterone Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_DEUBIQUITINATION_OF_H2AK119",0.292682926829268,0.516228154407528,0.09754492162472,0.358533471184694,1.13136192243831,26,"Reference Deubiquitination of H2ak119"
"KEGG_MEDICUS_REFERENCE_IFN_RIPK1_3_SIGNALING_PATHWAY",0.298245614035088,0.521929824561403,0.124434168630393,-0.365962568488769,-1.14307528483584,18,"Reference Ifn Ripk1 3 Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_E2_ER_RAS_ERK_SIGNALING_PATHWAY",0.301127214170692,0.522887565691745,0.0952879846194844,0.367662222463208,1.12028795525637,22,"Reference E2 Er Ras Erk Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_AUTOPHAGY_VESICLE_NUCLEATION_ELONGATION_MATURATION_MTORC1_PI3KC3_C1",0.311973018549747,0.525428241767995,0.0959206777921745,0.403001834408188,1.11950319065119,16,"Reference Autophagy Vesicle Nucleation Elongation Maturation Mtorc1 Pi3kc3 C1"
"KEGG_MEDICUS_REFERENCE_TNF_JNK_SIGNALING_PATHWAY",0.310513447432763,0.525428241767995,0.119887845115423,-0.370925764282569,-1.11607351601079,16,"Reference Tnf Jnk Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_WNT5A_ROR_SIGNALING_PATHWAY",0.310513447432763,0.525428241767995,0.119887845115423,-0.369249104715131,-1.11102863771229,16,"Reference Wnt5a Ror Signaling Pathway"
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RASD1_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY",0.306493506493506,0.525428241767995,0.125033367555272,-0.326938600627551,-1.09716801448408,24,"Variant Mutation Inactivated Rasd1 to Crhr Pka Acth Signaling Pathway"
"KEGG_MEDICUS_PATHOGEN_HCMV_US28_TO_GNB_G_PI3K_NFKB_SIGNALING_PATHWAY",0.317708333333333,0.531094527363184,0.122679189568808,-0.316150272521998,-1.10083958174515,28,"Pathogen Hcmv Us28 to Gnb g Pi3k Nfkb Signaling Pathway"
"KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNB_G_RHO_SIGNALING_PATHWAY",0.326366559485531,0.533621235947145,0.0905428948469474,0.334041036497115,1.08194575146582,29,"Pathogen Hcmv Ul33 to Gnb g Rho Signaling Pathway"
"KEGG_MEDICUS_PATHOGEN_HIV_GP120_TO_CXCR4_GNB_G_RAC_SIGNALING_PATHWAY",0.323717948717949,0.533621235947145,0.0908241419007155,0.356361594098725,1.09924707905383,23,"Pathogen Hiv Gp120 to Cxcr4 Gnb g Rac Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_EGF_EGFR_RAS_PI3K_SIGNALING_PATHWAY",0.325925925925926,0.533621235947145,0.117249716749792,-0.370432268452314,-1.09435283886124,15,"Reference Egf Egfr Ras Pi3k Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_IL1_IL1R_P38_SIGNALING_PATHWAY",0.340796019900498,0.545273631840796,0.114750719227023,-0.358681313918766,-1.09719997553676,17,"Reference Il1 Il1r P38 Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_ITGA_B_RHOGAP_RHOA_SIGNALING_PATHWAY",0.335978835978836,0.545273631840796,0.119887845115423,-0.325258474116509,-1.07274559415182,23,"Reference Itga b Rhogap Rhoa Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_PATHWAY",0.339622641509434,0.545273631840796,0.120433371642259,-0.269542148562535,-1.04616933574132,44,"Reference Wnt Signaling Pathway"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_PSEN_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY",0.351758793969849,0.558822481200328,0.0886261133285098,0.397819390092748,1.08413288499772,15,"Variant Mutation Caused Aberrant Psen to Mglur5 Ca2 Apoptotic Pathway"
"KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_ERK_SIGNALING_PATHWAY",0.3671875,0.575174825174825,0.112843355675562,-0.305450301392956,-1.06358213563125,28,"Pathogen Kshv Vgpcr to Gnb g Erk Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_CCR2_GNB_G_PI3K_NFKB_SIGNALING_PATHWAY",0.3671875,0.575174825174825,0.112843355675562,-0.306963918885038,-1.06885257248274,28,"Reference Ccr2 Gnb g Pi3k Nfkb Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_BCR_PLCG_CALCINEURIN_SIGNALING_PATHWAY",0.386308068459658,0.600923662048356,0.105520936843198,-0.351121098021858,-1.05648352352331,16,"Reference Bcr Plcg Calcineurin Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_ACH_CHRN_RAS_ERK_SIGNALING_PATHWAY",0.400662251655629,0.618689581095596,0.0808589150280032,0.347742421396344,1.02052251484082,20,"Reference Ach Chrn Ras Erk Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_CXCL12_CXCR4_PKC_ERK_SIGNALING_PATHAWAY",0.406015037593985,0.618689581095596,0.103958471559957,-0.328148107063757,-1.02496272364467,18,"Reference Cxcl12 Cxcr4 Pkc Erk Signaling Pathaway"
"KEGG_MEDICUS_REFERENCE_CXCR4_GNB_G_RAC_SIGNALING_PATHWAY",0.405448717948718,0.618689581095596,0.0785029047348687,0.337289361702439,1.04041611606615,23,"Reference Cxcr4 Gnb g Rac Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_CARDIAC_TYPE_VGCC_RYR_SIGNALING",0.420398009950249,0.623988226637233,0.101350743797099,-0.337124023172832,-1.03125659359511,17,"Reference Cardiac Type Vgcc Ryr Signaling"
"KEGG_MEDICUS_REFERENCE_CXCR_GNB_G_PI3K_AKT_SIGNALING_PATHWAY",0.420634920634921,0.623988226637233,0.105125131597001,-0.313639013612174,-1.03442307205211,23,"Reference Cxcr Gnb g Pi3k Akt Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_PDGF_PDGFR_RAS_ERK_SIGNALING_PATHWAY",0.415422885572139,0.623988226637233,0.102080107662747,-0.338762470598049,-1.03626857611303,17,"Reference Pdgf Pdgfr Ras Erk Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_SKELETAL_TYPE_VGCC_RYR_SIGNALING",0.41320293398533,0.623988226637233,0.101350743797099,-0.34267718424313,-1.03107674554404,16,"Reference Skeletal Type Vgcc Ryr Signaling"
"KEGG_MEDICUS_REFERENCE_FGF_FGFR_RAS_ERK_SIGNALING_PATHWAY",0.442708333333333,0.648148148148148,0.100990587455923,-0.288187198428761,-1.00347177451997,28,"Reference Fgf Fgfr Ras Erk Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_ITGA_B_RHOG_RAC_SIGNALING_PATHWAY",0.442708333333333,0.648148148148148,0.100990587455923,-0.288589149306274,-1.00487137298419,28,"Reference Itga b Rhog Rac Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_IL2_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY",0.449238578680203,0.65343793262575,0.0985499803531691,-0.311705734092584,-0.995412996755786,19,"Reference Il2 Family to Jak Stat Signaling Pathway"
"KEGG_MEDICUS_VARIANT_LRP6_OVEREXPRESSION_TO_WNT_SIGNALING_PATHWAY",0.463013698630137,0.669129474149359,0.101350743797099,-0.257030485281783,-0.991680706856007,43,"Variant Lrp6 Overexpression to Wnt Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_MACHR_CA2_APOPTOTIC_PATHWAY",0.476973684210526,0.684885290148448,0.0714786287425507,0.333836090905978,0.969937801114389,19,"Reference Machr Ca2 Apoptotic Pathway"
"KEGG_MEDICUS_REFERENCE_GPCR_PI3K_SIGNALING_PATHWAY",0.484375,0.686708860759494,0.0956031492204301,-0.278915224343424,-0.971186633682892,28,"Reference Gpcr Pi3k Signaling Pathway"
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PRKAR1A_TO_ACTH_CORTISOL_SIGNALING_PATHWAY",0.484087102177554,0.686708860759494,0.0716527366829457,0.358076936307872,0.975827201183158,15,"Variant Mutation Inactivated Prkar1a to Acth Cortisol Signaling Pathway"
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_ATP2B3_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY",0.493377483443709,0.695072681077929,0.070113215764256,0.328375546850916,0.963686390457878,20,"Variant Mutation Inactivated Atp2b3 to Angiotensin Aldosterone Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_CXCR_GNB_G_ERK_SIGNALING_PATHWAY",0.506493506493506,0.706035042180402,0.0928481214159878,-0.288233194944693,-0.967277163353777,24,"Reference Cxcr Gnb g Erk Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_GNRH_GNRHR_PLCB_PKC_SIGNALING_PATHWAY",0.507462686567164,0.706035042180402,0.0687943095604775,0.325623818917614,0.936333290231831,18,"Reference Gnrh Gnrhr Plcb Pkc Signaling Pathway"
"KEGG_MEDICUS_ENV_FACTOR_E2_TO_RAS_ERK_SIGNALING_PATHWAY",0.533007334963325,0.723597836556272,0.0865399737444125,-0.310864516081464,-0.935356038524543,16,"Env Factor E2 to Ras Erk Signaling Pathway"
"KEGG_MEDICUS_PATHOGEN_HBV_HBX_TO_RAS_ERK_SIGNALING_PATHWAY",0.532663316582915,0.723597836556272,0.0668966276500666,0.345454022488611,0.941427379764793,15,"Pathogen Hbv Hbx to Ras Erk Signaling Pathway"
"KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNAI_AC_PKA_SIGNALING_PATHWAY",0.531746031746032,0.723597836556272,0.0911073131586733,-0.292010775290469,-0.963090273016219,23,"Pathogen Hcmv Ul33 to Gnai Ac Pka Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY",0.528455284552846,0.723597836556272,0.0658311958368866,0.300701636102918,0.948872025748724,26,"Reference Angiotensin Aldosterone Signaling Pathway"
"KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_AKT_SIGNALING_PATHWAY",0.552162849872774,0.737306843267108,0.086794975677172,-0.278206386827889,-0.920223349456364,21,"Pathogen Kshv Vgpcr to Gnb g Pi3k Akt Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_LPAR_GNB_G_RHO_SIGNALING_PATHWAY",0.552980132450331,0.737306843267108,0.0645031249656493,0.312193230835668,0.916196015917101,20,"Reference Lpar Gnb g Rho Signaling Pathway"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_MACHR_CA2_APOPTOTIC_PATHWAY",0.549668874172185,0.737306843267108,0.0647943366000727,0.312421137306732,0.916864854892984,20,"Variant Mutation Caused Aberrant Abeta to Machr Ca2 Apoptotic Pathway"
"KEGG_MEDICUS_REFERENCE_CRHR_PKA_ACTH_SIGNALING_PATHWAY",0.585301837270341,0.771221244403273,0.0852884689790502,-0.277471571171631,-0.91806354898575,22,"Reference Crhr Pka Acth Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_TNF_P38_SIGNALING_PATHWAY",0.583333333333333,0.771221244403273,0.0603786357920401,0.297902042430378,0.91892043196732,23,"Reference Tnf P38 Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_TCR_PLCG_ITPR_SIGNALING_PATHWAY",0.592105263157895,0.775623268698061,0.0609039347452418,0.307766647827061,0.894194827286665,19,"Reference Tcr Plcg Itpr Signaling Pathway"
"KEGG_MEDICUS_ENV_FACTOR_ARSENIC_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV",0.61028192371476,0.776722448364239,0.0598603117764473,0.308980983590463,0.88847671508184,18,"Env Factor Arsenic to Electron Transfer in Complex Iv"
"KEGG_MEDICUS_REFERENCE_CA2_CAM_CAMK_SIGNALING_PATHWAY",0.598984771573604,0.776722448364239,0.0822054920415869,-0.282316947812664,-0.90156172415385,19,"Reference Ca2 Cam Camk Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_HGF_MET_RAS_ERK_SIGNALING_PATHWAY",0.602469135802469,0.776722448364239,0.080419996876154,-0.29716176838364,-0.877892809366652,15,"Reference Hgf Met Ras Erk Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_KITLG_KIT_RAS_ERK_SIGNALING_PATHWAY",0.609876543209876,0.776722448364239,0.0797705918628453,-0.296347041903322,-0.875485896382649,15,"Reference Kitlg Kit Ras Erk Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_P4_PR_RAS_ERK_SIGNALING_PATHWAY",0.608768971332209,0.776722448364239,0.0607719451853533,0.319332880064228,0.887078289945557,16,"Reference P4 Pr Ras Erk Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_ACTH_CORTISOL_SIGNALING_PATHWAY",0.645244215938303,0.812182741116751,0.0789209638180035,-0.261827274985665,-0.887837685871904,25,"Reference Acth Cortisol Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_CCR5_GNB_G_PLCB_G_PKC_SIGNALING_PATHWAY",0.65378421900161,0.812182741116751,0.0552495663125249,0.281167526917246,0.856733639111189,22,"Reference Ccr5 Gnb g Plcb g Pkc Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_CCR_CXCR_GNB_G_PI3K_RAC_SIGNALING_PATHWAY",0.656814449917898,0.812182741116751,0.0559428593065705,0.275432315169633,0.871625563266539,27,"Reference Ccr Cxcr Gnb g Pi3k Rac Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_PP2A_AKT_SIGNALING_PATHWAY",0.65989847715736,0.812182741116751,0.0770736734944102,-0.27045675417253,-0.863686928787,19,"Reference Pp2a Akt Signaling Pathway"
"KEGG_MEDICUS_VARIANT_CYP11B1_CYP11B2_FUSION_TO_ACTH_CORTISOL_SIGNALING_PATHWAY",0.649350649350649,0.812182741116751,0.0791316651768349,-0.264223670882958,-0.886703986026418,24,"Variant Cyp11b1 Cyp11b2 Fusion to Acth Cortisol Signaling Pathway"
"KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_GNAS_TO_ACTH_CORTISOL_SIGNALING_PATHWAY",0.654545454545455,0.812182741116751,0.0787113806986485,-0.263023499808649,-0.882676351136831,24,"Variant Mutation Activated Gnas to Acth Cortisol Signaling Pathway"
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PDE11A_PDE8B_TO_ACTH_CORTISOL_SIGNALING_PATHWAY",0.669154228855721,0.819074028763287,0.0753093764172773,-0.277455266199289,-0.848730891387751,17,"Variant Mutation Inactivated Pde11a Pde8b to Acth Cortisol Signaling Pathway"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SOD1_TO_RETROGRADE_AXONAL_TRANSPORT",0.697560975609756,0.849204665959703,0.0526973085708419,0.268073783043103,0.845913965959179,26,"Variant Mutation Caused Aberrant Sod1 to Retrograde Axonal Transport"
"KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_IV",0.705,0.853621621621622,0.053347785067549,0.291142250492433,0.826272504718015,17,"Reference Electron Transfer in Complex Iv"
"KEGG_MEDICUS_REFERENCE_IGF_IGF1R_RAS_ERK_SIGNALING_PATHWAY",0.713936430317848,0.859794410705366,0.0711327399327894,-0.271076080440429,-0.81563715259504,16,"Reference Igf Igf1r Ras Erk Signaling Pathway"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABBERANT_ATXN2_3_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY",0.726666666666667,0.870445632798574,0.0519512476197082,0.285286636423127,0.809654054817585,17,"Variant Mutation Caused Abberant Atxn2 3 to Mglur5 Ca2 Apoptotic Pathway"
"KEGG_MEDICUS_ENV_FACTOR_NNK_NNN_TO_RAS_ERK_SIGNALING_PATHWAY",0.731829573934837,0.870708187457773,0.0711327399327894,-0.260191449360234,-0.81270173700409,18,"Env Factor Nnk Nnn to Ras Erk Signaling Pathway"
"KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY",0.734660033167496,0.870708187457773,0.051218434854034,0.28136295091673,0.809060892587389,18,"Variant Scrapie Conformation Prpsc to Mglur5 Ca2 Apoptotic Pathway"
"KEGG_MEDICUS_REFERENCE_TNF_NFKB_SIGNALING_PATHWAY",0.747048903878583,0.876120180464936,0.051218434854034,0.28237345600502,0.784408302798539,16,"Reference Tnf Nfkb Signaling Pathway"
"KEGG_MEDICUS_VARIANT_EGF_OVEREXPRESSION_TO_RAS_ERK_SIGNALING_PATHWAY",0.74320987654321,0.876120180464936,0.0696133438850965,-0.273693366692493,-0.808561073982078,15,"Variant Egf Overexpression to Ras Erk Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_GLOBAL_GENOME_NER",0.751666666666667,0.876944444444445,0.0503964322442957,0.279837636033021,0.794189589619122,17,"Reference Global Genome Ner"
"KEGG_MEDICUS_PATHOGEN_HCMV_GB_TO_PDGFR_RAS_ERK_SIGNALING_PATHWAY",0.777777777777778,0.878267882622991,0.0673623868166279,-0.26452540110992,-0.781476529744641,15,"Pathogen Hcmv Gb to Pdgfr Ras Erk Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_AREG_EGFR_RAS_ERK_SIGNALING_PATHWAY",0.772839506172839,0.878267882622991,0.0676760401641789,-0.266910417483822,-0.788522485677194,15,"Reference Areg Egfr Ras Erk Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_BMP_SIGNALING_PATHWAY_BMP_ANTAGONIST",0.772839506172839,0.878267882622991,0.0676760401641789,-0.266748272675736,-0.788043467929152,15,"Reference Bmp Signaling Pathway Bmp Antagonist"
"KEGG_MEDICUS_REFERENCE_CA2_PYK2_RAS_ERK_SIGNALING_PATHWAY",0.758793969849246,0.878267882622991,0.0501934252649434,0.288743763178256,0.786881224986442,15,"Reference Ca2 Pyk2 Ras Erk Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_EREG_EGFR_RAS_ERK_SIGNALING_PATHWAY",0.780246913580247,0.878267882622991,0.0672065093710464,-0.26368023815804,-0.778979699542578,15,"Reference Ereg Egfr Ras Erk Signaling Pathway"
"KEGG_MEDICUS_VARIANT_FZD7_OVEREXPRESSION_TO_WNT_SIGNALING_PATHWAY",0.769444444444444,0.878267882622991,0.0738052724171275,-0.224386653677706,-0.823355336673566,35,"Variant Fzd7 Overexpression to Wnt Signaling Pathway"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV",0.777777777777778,0.878267882622991,0.0486034247259069,0.271318791062654,0.780178849268067,18,"Variant Mutation Caused Aberrant Abeta to Electron Transfer in Complex Iv"
"KEGG_MEDICUS_REFERENCE_TLR1_2_4_NFKB_SIGNALING_PATHWAY",0.791457286432161,0.88643216080402,0.0673623868166279,-0.23778631947672,-0.773288646028112,20,"Reference Tlr1 2 4 Nfkb Signaling Pathway"
"KEGG_MEDICUS_PATHOGEN_HIV_GP120_TO_TNF_NFKB_SIGNALING_PATHWAY",0.797319932998325,0.888555547222014,0.047925896705813,0.279309933181426,0.761172258591774,15,"Pathogen Hiv Gp120 to Tnf Nfkb Signaling Pathway"
"KEGG_MEDICUS_PATHOGEN_HPV_E5_TO_EGFR_RAS_ERK_SIGNALING_PATHWAY",0.809876543209877,0.895674300254453,0.0653834195468773,-0.256642015305087,-0.758186966793223,15,"Pathogen Hpv E5 to Egfr Ras Erk Signaling Pathway"
"KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_GNAS_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY",0.811704834605598,0.895674300254453,0.0667426134241917,-0.233643681831991,-0.772823276727158,21,"Variant Mutation Activated Gnas to Crhr Pka Acth Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_CD80_CD86_CTLA4_PP2A_SIGNALING_PATHWAY",0.818035426731079,0.898234978371381,0.0449543067640062,0.250348299092164,0.762825677908575,22,"Reference Cd80 Cd86 Ctla4 Pp2a Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_TGFA_EGFR_RAS_ERK_SIGNALING_PATHWAY",0.822222222222222,0.898428184281843,0.0646484568421928,-0.251361554812168,-0.742587119201476,15,"Reference Tgfa Egfr Ras Erk Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_FLT3LG_FLT3_RAS_PI3K_SIGNALING_PATHWAY",0.827160493827161,0.899436653481961,0.0643583367917361,-0.250528839001797,-0.740127061078432,15,"Reference Flt3lg Flt3 Ras Pi3k Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_EGF_EGFR_RAS_ERK_SIGNALING_PATHWAY",0.841075794621027,0.905773932668798,0.0630790410571939,-0.239421518039407,-0.72039216786063,16,"Reference Egf Egfr Ras Erk Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_TLR5_NFKB_SIGNALING_PATHWAY",0.838333333333333,0.905773932668798,0.0454059226590179,0.253004437838694,0.7180359779598,17,"Reference Tlr5 Nfkb Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_EGF_ERBB2_RAS_ERK_SIGNALING_PATHWAY",0.858190709046455,0.911065018134625,0.0621124188949471,-0.232903535791421,-0.700780299219272,16,"Reference Egf Erbb2 Ras Erk Signaling Pathway"
"KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_FGFR3_TO_RAS_ERK_SIGNALING_PATHWAY",0.858190709046455,0.911065018134625,0.0621124188949471,-0.233940150000112,-0.703899353693362,16,"Variant Mutation Activated Fgfr3 to Ras Erk Signaling Pathway"
"KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_MET_TO_RAS_ERK_SIGNALING_PATHWAY",0.854320987654321,0.911065018134625,0.0628003977812234,-0.240962721859895,-0.711866274039389,15,"Variant Mutation Activated Met to Ras Erk Signaling Pathway"
"KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_EGFR_TO_RAS_ERK_SIGNALING_PATHWAY",0.871604938271605,0.920941066853016,0.0618406035753285,-0.235756724396275,-0.696486409517274,15,"Variant Mutation Activated Egfr to Ras Erk Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_FLT3LG_FLT3_RAS_ERK_SIGNALING_PATHWAY",0.882747068676717,0.923996931698993,0.0432768714901103,0.247167717070561,0.673578656192536,15,"Reference Flt3lg Flt3 Ras Erk Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_GHRHR_PKA_GH_SIGNALING_PATHWAY",0.880407124681934,0.923996931698993,0.0628003977812234,-0.219659963300434,-0.726569326730943,21,"Reference Ghrhr Pka Gh Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_ADRB3_UCP1_SIGNALING_PATHWAY",0.902374670184697,0.935795954265611,0.0633597010643758,-0.199511882749828,-0.710004856793407,31,"Reference Adrb3 Ucp1 Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_TSH_TG_SIGNALING_PATHWAY",0.89974293059126,0.935795954265611,0.062249042949858,-0.209377862248865,-0.70998545396776,25,"Reference Tsh Tg Signaling Pathway"
"KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_MODULATION_WNT_INHIBITOR",0.938303341902314,0.959725792630677,0.0602484086158019,-0.193565291025838,-0.656366148480562,25,"Reference Wnt Signaling Modulation Wnt Inhibitor"
"KEGG_MEDICUS_VARIANT_IGF2_OVEREXPRESSION_TO_RAS_ERK_SIGNALING_PATHWAY",0.934673366834171,0.959725792630677,0.0406579344155557,0.227869655664173,0.620987798360058,15,"Variant Igf2 Overexpression to Ras Erk Signaling Pathway"
