"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","27/2174","57/14866",0.473684210526316,3.23909359415097,7.00961239322013,3.89964590905195e-09,7.19345397151905e-07,7.19345397151905e-07,"ZWILCH/CDCA8/HASPIN/ZWINT/AURKB/KNL1/CENPF/MAD2L1/TRIP13/PLK1/NDC80/KNTC1/GEN1/BUB1/SPC24/SKA1/RAD21/TEX14/BIRC5/SKA3/BUB1B/NUF2/CDC20/SPC25/TTK/CCNB1/BUB3",27
"GO:1905819","negative regulation of chromosome separation","27/2174","57/14866",0.473684210526316,3.23909359415097,7.00961239322013,3.89964590905195e-09,7.19345397151905e-07,7.19345397151905e-07,"ZWILCH/CDCA8/HASPIN/ZWINT/AURKB/KNL1/CENPF/MAD2L1/TRIP13/PLK1/NDC80/KNTC1/GEN1/BUB1/SPC24/SKA1/RAD21/TEX14/BIRC5/SKA3/BUB1B/NUF2/CDC20/SPC25/TTK/CCNB1/BUB3",27
"GO:0061644","protein localization to CENP-A containing chromatin","10/2174","10/14866",1,6.83808647654094,7.64305127665446,4.39507571709972e-09,7.82778140648967e-07,7.82778140648967e-07,"H4C9/H4C12/H2BC11/H4C14/CENPA/H4C5/H4C8/H4C4/H2AC8/H4C11",10
"GO:0007094","mitotic spindle assembly checkpoint signaling","26/2174","54/14866",0.481481481481481,3.29241200722341,6.98441276977161,4.88738870785501e-09,7.83025617682882e-07,7.83025617682882e-07,"ZWILCH/CDCA8/HASPIN/ZWINT/AURKB/KNL1/CENPF/MAD2L1/TRIP13/PLK1/NDC80/KNTC1/GEN1/BUB1/SPC24/SKA1/TEX14/BIRC5/SKA3/BUB1B/NUF2/CDC20/SPC25/TTK/CCNB1/BUB3",26
"GO:0071173","spindle assembly checkpoint signaling","26/2174","54/14866",0.481481481481481,3.29241200722341,6.98441276977161,4.88738870785501e-09,7.83025617682882e-07,7.83025617682882e-07,"ZWILCH/CDCA8/HASPIN/ZWINT/AURKB/KNL1/CENPF/MAD2L1/TRIP13/PLK1/NDC80/KNTC1/GEN1/BUB1/SPC24/SKA1/TEX14/BIRC5/SKA3/BUB1B/NUF2/CDC20/SPC25/TTK/CCNB1/BUB3",26
"GO:0071174","mitotic spindle checkpoint signaling","26/2174","54/14866",0.481481481481481,3.29241200722341,6.98441276977161,4.88738870785501e-09,7.83025617682882e-07,7.83025617682882e-07,"ZWILCH/CDCA8/HASPIN/ZWINT/AURKB/KNL1/CENPF/MAD2L1/TRIP13/PLK1/NDC80/KNTC1/GEN1/BUB1/SPC24/SKA1/TEX14/BIRC5/SKA3/BUB1B/NUF2/CDC20/SPC25/TTK/CCNB1/BUB3",26
"GO:0061982","meiosis I cell cycle process","38/2174","99/14866",0.383838383838384,2.62472006170258,6.71269937374686,5.00287422720912e-09,7.83025617682882e-07,7.83025617682882e-07,"CDC25C/P3H4/RAD51/SGO1/CENPS/RAD51AP1/REC8/ZWINT/RAD54B/EME1/KNL1/BRCA2/PTTG1/TRIP13/HSF2BP/EME2/PKMYT1/FANCD2/NDC80/CENPX/RMI1/RAD21/BRDT/TOP2A/TEX11/SGO2/CDC25A/MAPK15/KASH5/RAD54L/SYCP2/MYBL1/HORMAD1/CDC20/CDC25B/SYCE3/BRIP1/MAJIN",38
"GO:0140014","mitotic nuclear division","76/2174","270/14866",0.281481481481481,1.92479471191523,6.34683908297366,5.38166122340935e-09,8.17537653497332e-07,8.17537653497332e-07,"ZWILCH/REEP4/CDC25C/ANAPC11/KIF18B/SPAG5/NCAPG2/CDCA8/ANLN/KIF15/KIF18A/HASPIN/TPX2/TUBG1/NEK2/ZWINT/CDCA2/KIF4A/MKI67/AURKB/CENPA/KIF23/RRS1/CHMP4BP1/EPGN/UBE2C/KNL1/NCAPG/CENPK/RCC1/CENPF/MAD2L1/TRIP13/CDK1/UBE2S/PKMYT1/DLGAP5/KIF2C/SMC4/PLK1/NDC80/KNTC1/GEN1/BUB1/SPC24/FBXO43/CEP85/CENPE/SKA1/RAD21/CHEK1/NCAPH/TEX14/KIF11/CENPI/KIF14/KIFC1/CDT1/ESPL1/BIRC5/UHRF1/KIF22/KNSTRN/AURKA/MISP/SKA3/BUB1B/NUF2/CDC20/SPC25/PRC1/TTK/RACGAP1/PSRC1/CCNB1/BUB3",76
"GO:0007093","mitotic cell cycle checkpoint signaling","47/2174","137/14866",0.343065693430657,2.34591287881331,6.54994715718362,5.94772421723443e-09,8.77714159486166e-07,8.77714159486166e-07,"ZWILCH/CDCA8/CDC7/BLM/HASPIN/CDC6/ZWINT/TIMELESS/ORC1/EME1/AURKB/KNL1/DONSON/CENPF/MAD2L1/TRIP13/EME2/CDK1/FANCD2/BARD1/PLK1/NDC80/KNTC1/GEN1/BUB1/SPC24/SKA1/DTL/CHEK1/CLSPN/TEX14/BRCA1/MUC1/HUS1B/BIRC5/CCND1/TICRR/SKA3/BUB1B/BRSK1/NUF2/CDC20/SPC25/DBF4/TTK/CCNB1/BUB3",47
"GO:0051985","negative regulation of chromosome segregation","27/2174","58/14866",0.46551724137931,3.18324715287251,6.89470821211599,6.28364873400939e-09,9.01529047532181e-07,9.01529047532181e-07,"ZWILCH/CDCA8/HASPIN/ZWINT/AURKB/KNL1/CENPF/MAD2L1/TRIP13/PLK1/NDC80/KNTC1/GEN1/BUB1/SPC24/SKA1/RAD21/TEX14/BIRC5/SKA3/BUB1B/NUF2/CDC20/SPC25/TTK/CCNB1/BUB3",27
"GO:0000819","sister chromatid segregation","69/2174","238/14866",0.289915966386555,1.9824704490812,6.3235752950346,7.2668362277476e-09,1.01441105719774e-06,1.01441105719774e-06,"ZWILCH/ANAPC11/KIF18B/SPAG5/NCAPG2/CDCA8/KIF15/KIF18A/HASPIN/CDC6/DPF1/TPX2/TUBG1/ZWINT/KIF4A/AURKB/CENPA/KIF23/RRS1/CHMP4BP1/UBE2C/KNL1/NCAPG/CENPK/RCC1/CENPF/MAD2L1/TRIP13/CDK1/DLGAP5/KIF2C/SMC4/PLK1/NDC80/KNTC1/GEN1/BUB1/SPC24/CENPE/SKA1/RAD21/TOP2A/NCAPH/TEX14/KIF11/CENPI/KIF14/KIFC1/CDT1/ESPL1/BIRC5/UHRF1/KIF22/MAPK15/KNSTRN/MISP/SKA3/BUB1B/NUF2/CDC20/SPC25/PRC1/TTK/RACGAP1/TACC3/PSRC1/RMI2/CCNB1/BUB3",69
"GO:0045839","negative regulation of mitotic nuclear division","28/2174","62/14866",0.451612903225806,3.08816808617978,6.81897275992543,7.68726133041149e-09,1.04486065188356e-06,1.04486065188356e-06,"ZWILCH/CDCA8/HASPIN/ZWINT/AURKB/KNL1/CENPF/MAD2L1/TRIP13/PLK1/NDC80/KNTC1/GEN1/BUB1/SPC24/SKA1/RAD21/CHEK1/TEX14/BIRC5/SKA3/BUB1B/NUF2/CDC20/SPC25/TTK/CCNB1/BUB3",28
"GO:0031577","spindle checkpoint signaling","26/2174","55/14866",0.472727272727273,3.23254997072844,6.86495250782638,7.98430502676406e-09,1.05740860162145e-06,1.05740860162145e-06,"ZWILCH/CDCA8/HASPIN/ZWINT/AURKB/KNL1/CENPF/MAD2L1/TRIP13/PLK1/NDC80/KNTC1/GEN1/BUB1/SPC24/SKA1/TEX14/BIRC5/SKA3/BUB1B/NUF2/CDC20/SPC25/TTK/CCNB1/BUB3",26
